id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
5540,2019-09-01,,Month-to-month,No,Electronic check,80.2,384.25,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,
5541,2014-02-01,,Two year,Yes,Credit card (automatic),116.4,8543.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
5542,2019-01-01,,Month-to-month,Yes,Electronic check,31.65,389.95,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,
5543,2015-01-01,,Month-to-month,No,Credit card (automatic),94.15,5731.85,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,No,
5544,2020-01-01,,Month-to-month,No,Electronic check,20.65,20.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5545,2015-06-01,,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,Fiber optic,No,No,No,Yes,No,No,Female,1,Yes,No,Yes,
5546,2019-10-01,,Month-to-month,No,Mailed check,20.15,84.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5547,2017-03-01,,Two year,No,Mailed check,55.25,1924.1,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,
5548,2018-07-01,2020-01-01,Month-to-month,Yes,Electronic check,39.05,669.85,DSL,No,No,Yes,No,Yes,No,Female,0,Yes,No,No,
5549,2014-02-01,,Two year,No,Bank transfer (automatic),82.15,5784.3,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,
5550,2016-01-01,,One year,No,Bank transfer (automatic),103.0,5166.2,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,1,No,No,Yes,
5551,2016-06-01,,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,
5552,2019-09-01,2019-12-01,Month-to-month,Yes,Mailed check,83.9,267.4,Fiber optic,No,No,No,Yes,Yes,No,Female,1,Yes,No,No,
5553,2017-01-01,,Month-to-month,Yes,Electronic check,95.15,3532.85,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,
5554,2015-01-01,,One year,Yes,Electronic check,79.8,4914.8,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,
5555,2014-04-01,,Two year,Yes,Credit card (automatic),74.8,5315.8,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,
5556,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,69.85,69.85,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,
5557,2016-09-01,,Month-to-month,No,Electronic check,20.45,775.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5558,2014-04-01,,One year,No,Bank transfer (automatic),78.35,5445.95,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,
5559,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,53.55,53.55,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,
5560,2015-11-01,,One year,No,Electronic check,19.1,1007.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5561,2016-08-01,,Two year,No,Mailed check,20.0,833.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
5562,2014-02-01,2019-12-01,Two year,No,Bank transfer (automatic),93.9,6579.05,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,
5563,2016-02-01,,One year,No,Bank transfer (automatic),19.95,1004.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5564,2014-05-01,2020-01-01,Two year,Yes,Electronic check,113.15,7856.0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
5565,2016-02-01,,Two year,No,Credit card (automatic),24.0,1183.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
5566,2017-08-01,2019-10-01,Month-to-month,No,Electronic check,84.95,2169.75,Fiber optic,No,Yes,No,No,No,Yes,Female,1,Yes,No,No,
5567,2019-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,
5568,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,19.3,19.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5569,2017-11-01,,One year,No,Mailed check,19.15,501.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5570,2016-04-01,,One year,Yes,Bank transfer (automatic),91.3,4126.35,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,No,
5571,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,49.65,49.65,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,
5572,2016-02-01,2019-12-01,Two year,No,Credit card (automatic),54.35,2460.15,DSL,No,No,Yes,Yes,No,No,Female,0,No,No,No,
5573,2018-01-01,,Month-to-month,Yes,Mailed check,19.15,477.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
5574,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,88.45,370.65,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,
5575,2019-01-01,,Two year,No,Mailed check,19.75,265.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5576,2017-07-01,,One year,Yes,Credit card (automatic),75.5,2424.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,No,
5577,2018-03-01,,Month-to-month,Yes,Electronic check,83.75,1849.95,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,
5578,2019-12-01,,Month-to-month,No,Mailed check,19.4,61.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5579,2014-09-01,,Two year,No,Bank transfer (automatic),26.5,1698.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
5580,2018-01-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Fiber optic,No,No,No,Yes,Yes,No,Male,1,No,No,Yes,
5581,2015-07-01,,One year,No,Credit card (automatic),19.15,998.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
5582,2019-01-01,2019-10-01,Month-to-month,Yes,Mailed check,94.85,890.6,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,No,
5583,2019-06-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
5584,2017-03-01,,One year,No,Mailed check,40.9,1383.6,DSL,No,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,
5585,2019-08-01,,Two year,Yes,Mailed check,80.25,493.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
5586,2019-12-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),48.6,48.6,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,
5587,2018-09-01,,Month-to-month,Yes,Electronic check,70.8,1207.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5588,2019-04-01,,Month-to-month,No,Mailed check,60.2,563.5,DSL,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,
5589,2018-11-01,,One year,No,Credit card (automatic),55.2,864.55,DSL,No,No,Yes,Yes,No,No,Male,0,No,Yes,No,
5590,2016-08-01,2019-12-01,Month-to-month,Yes,Electronic check,55.8,2109.35,DSL,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,No,
5591,2019-01-01,,One year,No,Bank transfer (automatic),54.15,701.05,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,
5592,2017-05-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,
5593,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,75.5,220.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
5594,2015-04-01,,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,
5595,2016-05-01,,One year,Yes,Credit card (automatic),62.55,2796.45,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,
5596,2014-02-01,,Two year,Yes,Bank transfer (automatic),70.45,5165.7,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,
5597,2014-06-01,,One year,Yes,Bank transfer (automatic),85.5,5696.6,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,
5598,2019-10-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5599,2016-12-01,,Month-to-month,No,Electronic check,54.5,2076.05,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,
5600,2019-12-01,,Month-to-month,No,Mailed check,20.75,44.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5601,2019-03-01,,Month-to-month,No,Mailed check,20.35,215.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5602,2018-06-01,,One year,Yes,Bank transfer (automatic),91.0,1859.5,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,No,
5603,2014-02-01,,Two year,Yes,Bank transfer (automatic),104.8,7470.1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,
5604,2019-09-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
5605,2017-12-01,2019-11-01,Month-to-month,Yes,Mailed check,104.05,2470.1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
5606,2016-10-01,,Month-to-month,Yes,Electronic check,51.1,2092.9,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,
5607,2014-12-01,,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,
5608,2018-04-01,,Month-to-month,Yes,Electronic check,20.55,469.85,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,
5609,2019-03-01,,Month-to-month,No,Bank transfer (automatic),64.05,733.95,DSL,Yes,No,Yes,No,No,Yes,Female,0,No,No,No,
5610,2019-07-01,,Month-to-month,Yes,Electronic check,74.85,485.25,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,
5611,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,96.65,1244.5,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,No,No,Yes,
5612,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,20.05,20.05,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,
5613,2016-10-01,2020-01-01,Month-to-month,Yes,Electronic check,103.45,3994.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,
5614,2019-11-01,,Month-to-month,No,Mailed check,25.0,78.25,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,
5615,2015-04-01,,Two year,No,Credit card (automatic),20.3,1131.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5616,2019-08-01,,Month-to-month,No,Mailed check,26.35,184.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,
5617,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,19.9,19.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
5618,2018-04-01,,Month-to-month,Yes,Mailed check,54.7,1178.75,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,No,No,
5619,2018-11-01,2020-01-01,Month-to-month,No,Electronic check,46.35,667.7,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,
5620,2014-10-01,,One year,No,Credit card (automatic),90.25,5629.15,Fiber optic,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,
5621,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,19.95,19.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5622,2019-08-01,,Month-to-month,No,Mailed check,20.65,109.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5623,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.6,79.6,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,
5624,2016-11-01,,One year,No,Bank transfer (automatic),25.45,958.45,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,
5625,2018-06-01,,One year,No,Mailed check,19.5,403.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5626,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,75.9,75.9,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,
5627,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,76.2,76.2,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,No,
5628,2014-10-01,,One year,Yes,Credit card (automatic),66.15,4392.5,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,Yes,
5629,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,19.25,19.25,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
5630,2016-04-01,,Month-to-month,Yes,Credit card (automatic),69.1,3168.0,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,
5631,2017-10-01,,One year,Yes,Electronic check,39.1,1096.6,DSL,No,Yes,No,No,No,Yes,Female,1,Yes,Yes,No,
5632,2017-05-01,,Month-to-month,No,Mailed check,20.05,669.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
5633,2016-11-01,,One year,No,Electronic check,59.8,2343.85,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,
5634,2016-04-01,2019-10-01,Month-to-month,Yes,Electronic check,84.3,3588.4,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,No,Yes,
5635,2020-01-01,,Month-to-month,Yes,Electronic check,48.6,48.6,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,
5636,2019-06-01,2020-01-01,Month-to-month,Yes,Electronic check,79.0,522.95,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,
5637,2014-04-01,,Two year,No,Credit card (automatic),105.35,7511.9,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,
5638,2014-09-01,,Two year,Yes,Bank transfer (automatic),25.1,1725.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,
5639,2020-01-01,,Month-to-month,No,Electronic check,49.75,49.75,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,
5640,2018-08-01,,Month-to-month,Yes,Electronic check,94.75,1691.9,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,
5641,2018-02-01,,Month-to-month,Yes,Electronic check,93.0,2248.05,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,
5642,2014-11-01,,Two year,Yes,Bank transfer (automatic),71.9,4479.2,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,
5643,2016-06-01,,One year,Yes,Mailed check,77.55,3471.1,DSL,No,Yes,No,No,Yes,Yes,Female,0,No,Yes,Yes,
5644,2019-10-01,,Month-to-month,Yes,Electronic check,19.85,63.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5645,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,70.25,70.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5646,2017-01-01,,Month-to-month,Yes,Electronic check,95.25,3314.15,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,
5647,2019-01-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,No,
5648,2017-04-01,,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,DSL,No,No,No,No,No,No,Male,0,No,No,No,
5649,2017-03-01,,One year,No,Credit card (automatic),53.15,1930.9,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,
5650,2019-10-01,,Month-to-month,No,Electronic check,20.15,91.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
5651,2016-11-01,,Month-to-month,Yes,Electronic check,101.25,3949.15,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,
5652,2016-07-01,,One year,Yes,Bank transfer (automatic),100.55,4304.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,
5653,2018-06-01,2019-11-01,Month-to-month,No,Mailed check,24.1,409.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
5654,2015-01-01,,Two year,No,Bank transfer (automatic),25.3,1554.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
5655,2016-01-01,,One year,No,Electronic check,71.8,3472.05,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,Yes,
5656,2019-10-01,,One year,No,Mailed check,19.7,117.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5657,2014-10-01,,Two year,No,Electronic check,49.85,3210.35,DSL,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,No,
5658,2019-11-01,,Month-to-month,Yes,Mailed check,69.6,207.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5659,2020-01-01,,Month-to-month,No,Electronic check,19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
5660,2016-10-01,,One year,No,Electronic check,80.8,3132.75,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,No,
5661,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,60.0,60.0,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,Yes,No,
5662,2019-03-01,2019-11-01,Month-to-month,Yes,Electronic check,86.55,649.65,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,
5663,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,20.85,20.85,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,
5664,2017-04-01,,One year,No,Bank transfer (automatic),64.2,2106.3,DSL,No,No,Yes,Yes,Yes,No,Female,1,Yes,No,No,
5665,2020-01-01,,Month-to-month,No,Electronic check,35.0,35.0,DSL,No,No,No,No,No,Yes,Female,0,Yes,No,No,
5666,2016-10-01,2020-01-01,Month-to-month,Yes,Electronic check,50.75,2011.4,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,
5667,2014-12-01,2019-10-01,One year,Yes,Credit card (automatic),105.5,6205.5,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,Yes,No,No,
5668,2016-05-01,,Two year,No,Electronic check,19.2,903.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
5669,2019-07-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Fiber optic,Yes,No,No,No,Yes,No,Male,1,No,No,No,
5670,2016-07-01,,One year,Yes,Credit card (automatic),90.65,3882.3,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,No,
5671,2016-09-01,,Two year,Yes,Mailed check,20.0,879.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
5672,2019-09-01,,Month-to-month,Yes,Electronic check,74.65,383.65,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,
5673,2014-02-01,,Two year,Yes,Credit card (automatic),61.2,4390.25,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
5674,2019-10-01,,One year,No,Mailed check,19.95,68.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5675,2019-05-01,,Month-to-month,No,Mailed check,54.8,452.8,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,
5676,2014-02-01,,Two year,Yes,Credit card (automatic),73.45,5329.0,DSL,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,
5677,2017-05-01,,One year,Yes,Mailed check,51.45,1758.9,DSL,No,No,No,Yes,No,No,Female,0,Yes,No,No,
5678,2014-02-01,,Two year,No,Bank transfer (automatic),80.45,5737.6,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,
5679,2018-01-01,2019-11-01,Month-to-month,Yes,Electronic check,54.2,1152.7,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,
5680,2014-02-01,2019-12-01,One year,Yes,Electronic check,109.5,7674.55,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,
5681,2018-01-01,2019-10-01,Month-to-month,No,Electronic check,104.4,2157.95,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,
5682,2018-11-01,,Month-to-month,No,Electronic check,85.3,1219.85,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,No,
5683,2017-09-01,,Month-to-month,Yes,Electronic check,79.3,2414.55,Fiber optic,No,No,No,Yes,No,No,Male,1,Yes,No,Yes,
5684,2018-11-01,,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,
5685,2014-02-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,
5686,2014-02-01,,Two year,No,Bank transfer (automatic),25.4,1809.35,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,
5687,2018-07-01,,Month-to-month,Yes,Electronic check,86.85,1564.4,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,
5688,2020-01-01,,Month-to-month,No,Mailed check,19.65,19.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5689,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,75.7,75.7,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,
5690,2019-12-01,,Month-to-month,No,Electronic check,45.55,84.4,DSL,No,No,No,No,No,No,Female,0,No,No,No,
5691,2019-03-01,,Month-to-month,Yes,Credit card (automatic),78.1,864.85,Fiber optic,No,No,Yes,No,No,No,Female,1,Yes,Yes,Yes,
5692,2019-02-01,,One year,No,Mailed check,19.3,228.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5693,2014-04-01,,Two year,Yes,Electronic check,110.5,7752.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,
5694,2018-04-01,2019-12-01,Month-to-month,No,Electronic check,90.8,1951.0,Fiber optic,No,No,Yes,No,Yes,No,Female,1,Yes,No,Yes,
5695,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5696,2016-01-01,,Two year,No,Credit card (automatic),81.35,4060.9,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,1,No,No,Yes,
5697,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,97.95,384.5,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,
5698,2017-04-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,
5699,2019-12-01,,Month-to-month,Yes,Electronic check,55.3,108.65,DSL,No,No,No,No,No,Yes,Male,0,No,Yes,No,
5700,2014-05-01,,Two year,No,Credit card (automatic),56.55,3952.65,DSL,Yes,Yes,No,No,Yes,Yes,Male,1,Yes,No,No,
5701,2019-04-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,
5702,2018-02-01,,Two year,Yes,Mailed check,19.7,494.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
5703,2017-06-01,,One year,Yes,Credit card (automatic),104.05,3416.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,
5704,2017-11-01,,Two year,No,Bank transfer (automatic),52.85,1498.65,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,
5705,2017-09-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,
5706,2015-04-01,,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,Yes,
5707,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,71.35,71.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5708,2018-08-01,,Two year,Yes,Credit card (automatic),24.65,471.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
5709,2016-03-01,,Two year,Yes,Bank transfer (automatic),21.3,1041.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
5710,2014-04-01,,Two year,Yes,Electronic check,110.2,7689.8,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
5711,2018-09-01,2019-10-01,Month-to-month,No,Electronic check,89.4,1132.35,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,
5712,2017-02-01,,Month-to-month,No,Credit card (automatic),51.05,1815.0,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,
5713,2014-07-01,,Two year,Yes,Mailed check,19.8,1311.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5714,2019-04-01,,Month-to-month,Yes,Mailed check,19.9,199.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
5715,2018-07-01,,Month-to-month,Yes,Electronic check,87.3,1637.3,Fiber optic,Yes,No,No,No,No,Yes,Male,1,No,No,No,
5716,2014-03-01,,Two year,No,Bank transfer (automatic),19.85,1326.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
5717,2014-02-01,,Two year,Yes,Mailed check,89.4,6376.55,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
5718,2016-02-01,,Two year,No,Mailed check,20.0,935.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
5719,2018-08-01,,Month-to-month,No,Electronic check,83.25,1611.15,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,
5720,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,20.6,20.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
5721,2014-07-01,,Two year,No,Bank transfer (automatic),102.9,6989.7,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,
5722,2014-05-01,,Two year,No,Mailed check,39.1,2779.5,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,
5723,2018-06-01,2020-01-01,Month-to-month,Yes,Electronic check,99.95,1931.75,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,
5724,2014-02-01,,Two year,Yes,Mailed check,114.5,8331.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,
5725,2016-12-01,,Two year,No,Mailed check,20.2,735.9,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,
5726,2016-10-01,,One year,No,Electronic check,55.8,2283.3,DSL,No,No,No,No,No,Yes,Male,1,Yes,No,No,
5727,2015-01-01,,Two year,Yes,Mailed check,24.2,1445.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
